chr1	10061	10349
chr1	16222	16550
chr1	235677	235844
chr1	237610	237925
chr1	713819	714526
chr1	752659	752861
chr1	762479	762494
chr1	762711	763251
chr1	794087	794401
chr1	802949	803279
chr1	805076	805535
chr1	817766	817963
chr1	825862	826115
chr1	839996	840234
chr1	842128	842499
chr1	846464	846944
chr1	856489	856773
chr1	873463	873849
chr1	894455	894841
chr1	895785	896019
chr1	901546	902010
chr1	902245	902553
chr1	911353	911896
chr1	937165	937533
chr1	948602	949065
chr1	954988	955245
chr1	956843	957222
chr1	960042	960486
chr1	968340	968853
chr1	975984	976296
chr1	999207	999788
chr1	1004704	1004935
chr1	1009127	1009890
chr1	1014780	1015865
chr1	1051328	1051964
chr1	1057401	1057932
chr1	1079408	1080176
chr1	1085454	1085927
chr1	1092832	1093219
chr1	1097977	1098532
chr1	1100093	1100564
chr1	1138332	1138652
chr1	1143327	1143835
chr1	1153169	1153658
chr1	1167149	1167683
chr1	1186175	1186667
chr1	1193983	1194466
chr1	1200104	1200705
chr1	1209068	1209711
chr1	1217394	1217884
chr1	1225666	1225940
chr1	1227141	1227635
chr1	1238558	1238852
chr1	1240024	1240487
chr1	1240972	1241276
chr1	1243681	1243999
chr1	1253548	1254030
chr1	1259810	1260406
chr1	1268456	1268583
chr1	1280133	1280682
chr1	1296155	1296375
chr1	1307432	1307638
chr1	1310528	1311100
chr1	1334574	1335177
chr1	1337449	1337681
chr1	1342447	1342945
chr1	1356636	1357015
chr1	1368616	1368964
chr1	1376203	1376634
chr1	1387875	1388141
chr1	1397597	1398246
chr1	1406811	1407309
chr1	1440201	1440763
chr1	1440858	1441195
chr1	1446495	1446627
chr1	1447197	1447688
chr1	1490166	1490614
chr1	1510013	1510773
chr1	1529954	1530342
chr1	1550536	1551353
chr1	1562565	1563165
chr1	1564140	1564542
chr1	1565776	1565978
chr1	1590298	1591007
chr1	1610280	1610672
chr1	1617530	1618346
chr1	1623853	1624739
chr1	1655589	1656171
chr1	1672299	1672877
chr1	1677593	1678074
chr1	1690204	1690518
chr1	1710341	1710575
chr1	1714384	1714536
chr1	1766878	1767428
chr1	1790624	1790988
chr1	1822500	1822700
chr1	1823967	1824211
chr1	1837692	1838033
chr1	1838492	1839257
chr1	1840347	1840950
chr1	1850706	1851386
chr1	1874373	1874719
chr1	1875578	1875778
chr1	1889546	1889965
chr1	1891409	1891841
chr1	1900359	1900768
chr1	1900878	1901208
chr1	1976400	1976674
chr1	1981419	1982064
chr1	2064588	2065246
chr1	2066827	2067352
chr1	2071327	2071961
chr1	2105669	2106121
chr1	2120866	2121660
chr1	2126247	2127035
chr1	2130754	2131133
chr1	2139772	2140085
chr1	2143979	2143998
chr1	2144082	2144404
chr1	2158937	2159421
chr1	2163295	2163547
chr1	2165868	2166182
chr1	2171629	2171990
chr1	2177491	2177881
chr1	2182093	2182372
chr1	2183296	2183539
chr1	2187248	2187651
chr1	2209553	2209939
chr1	2222210	2222573
chr1	2242857	2243332
chr1	2266395	2266656
chr1	2275529	2275965
chr1	2313122	2313580
chr1	2322793	2323395
chr1	2343842	2344330
chr1	2359802	2360353
chr1	2362698	2363053
chr1	2383109	2383614
chr1	2413416	2413769
chr1	2425645	2426113
chr1	2437691	2438097
chr1	2457518	2458363
chr1	2458483	2458669
chr1	2464786	2465149
chr1	2466172	2466757
chr1	2478241	2478696
chr1	2479463	2479881
chr1	2509825	2510086
chr1	2517707	2518451
chr1	2525596	2525807
chr1	2574491	2574927
chr1	2583681	2583942
chr1	2584306	2584959
chr1	2585090	2586553
chr1	2615400	2615641
chr1	2615816	2615866
chr1	2615953	2616255
chr1	2619508	2619842
chr1	2621230	2621437
chr1	2628225	2628531
chr1	2628884	2629403
chr1	2688744	2688785
chr1	2688912	2689309
chr1	3229657	3229909
chr1	3341303	3341564
chr1	3369722	3370153
chr1	3376576	3376896
chr1	3388314	3388667
chr1	3389779	3390560
chr1	3398818	3399297
chr1	3400298	3400777
chr1	3407854	3408236
chr1	3420712	3421141
chr1	3447902	3448246
chr1	3459812	3460159
chr1	3469962	3470408
chr1	3529915	3530306
chr1	3535545	3535920
chr1	3537673	3538079
chr1	3541165	3541590
chr1	3566425	3566900
chr1	3591223	3591537
chr1	3597638	3597867
chr1	3601859	3602189
chr1	3606953	3607368
chr1	3612183	3612471
chr1	3615463	3616053
chr1	3620051	3620353
chr1	3628490	3628792
chr1	3633618	3634380
chr1	3640996	3641300
chr1	3663779	3664138
chr1	3688834	3689450
chr1	3692549	3692839
chr1	3710136	3710611
chr1	3712869	3713384
chr1	3717976	3718444
